country,country_code,year,population,gdp_per_capita,households_expenditure_per_capita,cost_healthy_diet,Yearly_cost_healthy_diet,percentage,category
Indonesia                       ,IDN,2018,267670549.0,3893.9,2218.7,4.273,1538.3,39.50538021007216,Expensive
Indonesia                       ,IDN,2019,270625567.0,4135.2,2395.6,4.268,1536.5,37.15660669375121,Expensive
Indonesia                       ,IDN,2020,273523621.0,3870.6,2281.8,4.466,1607.8,41.53877951738749,Expensive
Iraq                            ,IRQ,2017,37552789.0,4985.5,2565.3,3.378,1216.1,24.392738942934507,Medium
Iraq                            ,IRQ,2018,38433604.0,5915.9,2575.6,3.464,1247.0,21.078787673895775,Medium
Iraq                            ,IRQ,2019,39309789.0,5943.5,2553.7,3.534,1272.2,21.404896104988644,Medium
Iraq                            ,IRQ,2020,40222503.0,4583.7,2565.3,3.54,1274.4,27.802866679756534,Medium
Ireland                         ,IRL,2017,4807388.0,69774.0,22068.9,2.397,862.9,1.2367070828675437,Very Cheap
Ireland                         ,IRL,2018,4867316.0,79107.6,24102.5,2.341,842.8,1.065384362564406,Very Cheap
Ireland                         ,IRL,2019,4934340.0,80886.6,23728.3,2.269,816.8,1.0098087940400509,Very Cheap
Ireland                         ,IRL,2020,4985674.0,85422.5,21401.8,2.225,801.0,0.9376920600544353,Very Cheap
Israel                          ,ISR,2017,8713300.0,40774.1,22255.0,2.436,877.0,2.1508751879256685,Very Cheap
Israel                          ,ISR,2018,8882800.0,42063.5,22926.6,2.5,900.0,2.1396222378071252,Very Cheap
Israel                          ,ISR,2019,9054000.0,43951.2,23735.0,2.454,883.4,2.0099564972059922,Very Cheap
Israel                          ,ISR,2020,9215100.0,44177.6,21870.1,2.492,897.1,2.030667125421028,Very Cheap
Italy                           ,ITA,2017,60536709.0,32406.7,19525.9,2.885,1038.6,3.2048928153745977,Very Cheap
Italy                           ,ITA,2018,60421760.0,34622.2,20838.4,2.979,1072.4,3.0974345939888286,Very Cheap
Italy                           ,ITA,2019,59729081.0,33673.5,20142.2,3.012,1084.3,3.22003949693379,Very Cheap
Italy                           ,ITA,2020,59449527.0,31835.0,18423.9,3.144,1131.8,3.5552065336893355,Very Cheap
Jamaica                         ,JAM,2017,2920848.0,5070.1,3969.6,5.975,2151.0,42.42519871402931,Expensive
Jamaica                         ,JAM,2018,2934853.0,5360.0,4079.0,6.141,2210.8,41.246268656716424,Expensive
Jamaica                         ,JAM,2019,2948277.0,5369.5,4090.9,6.398,2303.3,42.89598659093026,Expensive
Jamaica                         ,JAM,2020,2961161.0,4664.5,3463.7,6.681,2405.2,51.56394040090041,Very Expensive
Japan                           ,JPN,2017,126972000.0,38834.1,21208.7,5.529,1990.4,5.125392374227805,Very Cheap
Japan                           ,JPN,2018,126811000.0,39727.1,21774.2,5.701,2052.4,5.1662467182351595,Very Cheap
Japan                           ,JPN,2019,126633000.0,40458.0,22068.2,5.609,2019.2,4.990854713530081,Very Cheap
Japan                           ,JPN,2020,126261000.0,39918.2,21473.8,5.808,2090.9,5.237961631536493,Very Cheap
Jordan                          ,JOR,2017,9785840.0,4231.5,3482.7,3.412,1228.3,29.027531608176773,Medium
Jordan                          ,JOR,2018,9965322.0,4308.2,3604.5,3.454,1243.4,28.861241353697604,Medium
Jordan                          ,JOR,2019,10101697.0,4405.5,3529.1,3.5,1260.0,28.600612870275793,Medium
Jordan                          ,JOR,2020,10203140.0,4282.8,3602.9,3.614,1301.0,30.37732324647427,Expensive
Kazakhstan                      ,KAZ,2017,18037776.0,9247.6,4863.1,2.391,860.8,9.308361088282364,Very Cheap
Kazakhstan                      ,KAZ,2018,18276452.0,9812.6,5112.2,2.426,873.4,8.900801010945111,Very Cheap
Kazakhstan                      ,KAZ,2019,18513673.0,9812.6,5129.9,2.537,913.3,9.307421070868067,Very Cheap
Kazakhstan                      ,KAZ,2020,18755666.0,9121.6,4829.6,2.657,956.5,10.486098930012277,Cheap
Kenya                           ,KEN,2017,50221146.0,1633.5,1272.7,2.846,1024.6,62.7242118151209,Very Expensive
Kenya                           ,KEN,2018,51392570.0,1794.1,1383.3,2.823,1016.3,56.646786689705145,Very Expensive
Kenya                           ,KEN,2019,52573967.0,1909.3,1478.2,2.907,1046.5,54.81066359398733,Very Expensive
Kenya                           ,KEN,2020,53771300.0,1872.1,1415.9,2.968,1068.5,57.07494257785375,Very Expensive
Kuwait                          ,KWT,2017,4056102.0,29759.5,12884.5,3.344,1203.8,4.045094843663368,Very Cheap
Kuwait                          ,KWT,2018,4137314.0,33399.1,13280.3,3.407,1226.5,3.672254641592139,Very Cheap
Kuwait                          ,KWT,2019,4207077.0,32373.3,13388.3,3.468,1248.5,3.8565731636873593,Very Cheap
Kuwait                          ,KWT,2020,4270563.0,24811.8,3972.85,3.606,1298.2,5.232187910590929,Very Cheap
Latvia                          ,LVA,2017,1942248.0,15695.1,9468.7,3.124,1124.6,7.165293626673293,Very Cheap
Latvia                          ,LVA,2018,1927174.0,17865.0,10584.3,3.13,1126.8,6.307304785894206,Very Cheap
Latvia                          ,LVA,2019,1913822.0,17926.8,10424.4,3.132,1127.5,6.289466050828926,Very Cheap
Latvia                          ,LVA,2020,1900449.0,17704.0,9997.6,3.24,1166.4,6.588341617713511,Very Cheap
Lesotho                         ,LSO,2017,2091532.0,1102.6,987.1,3.77,1357.2,123.09087611101035,Very Expensive
Lesotho                         ,LSO,2018,2108327.0,1192.5,975.2,3.878,1396.1,117.0733752620545,Very Expensive
Lesotho                         ,LSO,2019,2125267.0,1153.4,951.4,4.01,1443.6,125.16039535286976,Very Expensive
Lesotho                         ,LSO,2020,2142252.0,1050.6,880.3,4.266,1535.8,146.1831334475538,Very Expensive
Liberia                         ,LBR,2017,4702224.0,721.1,3972.85,4.018,1446.5,200.59631119123563,Very Expensive
Liberia                         ,LBR,2018,4818976.0,710.3,3972.85,4.031607121,1451.4,204.3361959735323,Very Expensive
Liberia                         ,LBR,2019,4937374.0,672.3,3972.85,3.847,1384.9,205.99434776141607,Very Expensive
Liberia                         ,LBR,2020,5057677.0,601.1,3972.85,3.903,1405.1,233.75478289802027,Very Expensive
Lithuania                       ,LTU,2017,2828403.0,16885.4,10503.3,3.003,1081.1,6.4025726367157425,Very Cheap
Lithuania                       ,LTU,2018,2801543.0,19186.2,11791.1,3.042,1095.1,5.7077482774077195,Very Cheap
Lithuania                       ,LTU,2019,2794137.0,19575.8,11797.9,3.039,1094.0,5.588532780269516,Very Cheap
Lithuania                       ,LTU,2020,2794885.0,20232.3,11882.0,3.099,1115.6,5.513955407936813,Very Cheap
Luxembourg                      ,LUX,2017,596336.0,110193.2,36573.0,2.492,897.1,0.8141155715597697,Very Cheap
Luxembourg                      ,LUX,2018,607950.0,117254.7,39227.2,2.627,945.7,0.8065348339981255,Very Cheap
Luxembourg                      ,LUX,2019,620001.0,113218.7,37979.1,2.6,936.0,0.8267185544437448,Very Cheap
Luxembourg                      ,LUX,2020,630419.0,116356.2,35703.3,2.661,958.0,0.8233338661798855,Very Cheap
Madagascar                      ,MDG,2017,25570511.0,515.3,369.0,2.987,1075.3,208.67455850960604,Very Expensive
Madagascar                      ,MDG,2018,26262313.0,518.4,370.4,3.122,1123.9,216.80169753086426,Very Expensive
Madagascar                      ,MDG,2019,26969306.0,526.2,363.0,3.154,1135.4,215.77347016343595,Very Expensive
Madagascar                      ,MDG,2020,27691019.0,477.6,341.8,3.181,1145.2,239.7822445561139,Very Expensive
Malawi                          ,MWI,2017,17670193.0,506.1,3972.85,2.724,980.6,193.75617466903773,Very Expensive
Malawi                          ,MWI,2018,18143215.0,544.6,3972.85,2.787,1003.3,184.22695556371647,Very Expensive
Malawi                          ,MWI,2019,18628749.0,591.8,3972.85,2.989,1076.0,181.81818181818184,Very Expensive
Malawi                          ,MWI,2020,19129955.0,636.3,3972.85,3.149,1133.6,178.15495835297816,Very Expensive
Malaysia                        ,MYS,2017,31104655.0,10259.3,5682.8,3.224,1160.6,11.312662657296306,Cheap
Malaysia                        ,MYS,2018,31528033.0,11380.1,6535.1,3.319,1194.8,10.499029006774983,Cheap
Malaysia                        ,MYS,2019,31949789.0,11432.8,6831.5,3.412,1228.3,10.743649849555664,Cheap
Malaysia                        ,MYS,2020,32365998.0,10412.3,6334.1,3.538,1273.7,12.232647926010586,Cheap
Maldives                        ,MDV,2017,496398.0,9577.3,4505.7,3.581,1289.2,13.46099631420129,Cheap
Maldives                        ,MDV,2018,515704.0,10279.1,4835.7,3.634,1308.2,12.726795147435086,Cheap
Maldives                        ,MDV,2019,530957.0,10561.6,4935.4,3.662,1318.3,12.482010301469474,Cheap
Maldives                        ,MDV,2020,540542.0,6924.1,3515.5,3.861,1390.0,20.07481116679424,Medium
Mali                            ,MLI,2017,18512429.0,830.0,629.7,2.9,1044.0,125.78313253012048,Very Expensive
Mali                            ,MLI,2018,19077755.0,894.8,669.0,3.035,1092.6,122.10549843540454,Very Expensive
Mali                            ,MLI,2019,19658023.0,879.0,650.3,2.96,1065.6,121.22866894197952,Very Expensive
Mali                            ,MLI,2020,20250834.0,862.5,633.1,3.053,1099.1,127.43188405797102,Very Expensive
Malta                           ,MLT,2017,467999.0,28857.0,13133.7,3.494,1257.8,4.358734449180441,Very Cheap
Malta                           ,MLT,2018,484630.0,31573.1,14551.7,3.629,1306.4,4.137699497356928,Very Cheap
Malta                           ,MLT,2019,504062.0,31185.6,14138.8,3.698,1331.3,4.268957467549125,Very Cheap
Malta                           ,MLT,2020,515332.0,28946.5,12816.6,3.769,1356.8,4.687267890763995,Very Cheap
Mauritania                      ,MRT,2017,4282582.0,1587.9,929.3,3.451,1242.4,78.24170287801499,Very Expensive
Mauritania                      ,MRT,2018,4403312.0,1669.8,959.7,3.574,1286.6,77.05114384956282,Very Expensive
Mauritania                      ,MRT,2019,4525698.0,1743.3,960.9,3.6541,1315.5,75.4603338495956,Very Expensive
Mauritania                      ,MRT,2020,4649660.0,1702.5,969.3,3.692,1329.1,78.06754772393538,Very Expensive
Mauritius                       ,MUS,2017,1264613.0,10484.9,7846.4,3.313,1192.7,11.375406537019906,Cheap
Mauritius                       ,MUS,2018,1265303.0,11208.3,8489.1,3.396,1222.6,10.907987830447079,Cheap
Mauritius                       ,MUS,2019,1265711.0,11097.2,8419.9,3.439,1238.0,11.15596727102332,Cheap
Mauritius                       ,MUS,2020,1265740.0,8632.8,6327.1,3.604,1297.4,15.028727643406544,Cheap
Mexico                          ,MEX,2017,124777326.0,9287.8,6057.5,2.993,1077.5,11.601240336785892,Cheap
Mexico                          ,MEX,2018,126190782.0,9687.0,6274.9,3.071,1105.6,11.413234231444203,Cheap
Mexico                          ,MEX,2019,127575529.0,9950.2,6456.1,3.075,1107.0,11.12540451448212,Cheap
Mexico                          ,MEX,2020,128932753.0,8431.7,5321.0,3.293,1185.5,14.060035342813428,Cheap
Moldova                         ,MDA,2017,2755158.0,3509.7,3005.3,2.46,885.6,25.232925891101804,Medium
Moldova                         ,MDA,2018,2708214.0,4230.6,3586.9,2.571,925.6,21.878693329551364,Medium
Moldova                         ,MDA,2019,2664974.0,4492.1,3783.7,2.687,967.3,21.533358562810264,Medium
Moldova                         ,MDA,2020,2620495.0,4525.8,3694.3,2.814,1013.0,22.382783154359448,Medium
Mongolia                        ,MNG,2017,3113788.0,3687.1,2074.5,4.544,1635.8,44.36549049388408,Expensive
Mongolia                        ,MNG,2018,3170214.0,4156.8,2409.1,4.667,1680.1,40.41811008468052,Expensive
Mongolia                        ,MNG,2019,3225166.0,4404.8,2522.3,4.901,1764.4,40.056302215764624,Expensive
Mongolia                        ,MNG,2020,3278292.0,4061.0,2455.7,5.103,1837.1,45.23762620044324,Expensive
Montenegro                      ,MNE,2017,622373.0,7803.4,5836.6,3.397,1222.9,15.671374016454367,Cheap
Montenegro                      ,MNE,2018,622227.0,8850.4,6499.7,3.414,1229.0,13.8863780168128,Cheap
Montenegro                      ,MNE,2019,622028.0,8909.9,6359.5,3.509,1263.2,14.177487962827866,Cheap
Montenegro                      ,MNE,2020,621306.0,7694.6,6249.9,3.494,1257.8,16.346528734437136,Cheap
Morocco                         ,MAR,2017,35581257.0,3035.5,1785.0,2.71,975.6,32.139680448031626,Expensive
Morocco                         ,MAR,2018,36029089.0,3227.0,1901.3,2.752,990.7,30.70034087387667,Expensive
Morocco                         ,MAR,2019,36471766.0,3235.0,1883.5,2.759,993.2,30.701700154559507,Expensive
Morocco                         ,MAR,2020,36910558.0,3058.7,1812.2,2.797,1006.9,32.91921404518259,Expensive
Mozambique                      ,MOZ,2017,28649007.0,461.4,298.7,3.031,1091.2,236.4976159514521,Very Expensive
Mozambique                      ,MOZ,2018,29496009.0,503.3,330.1,2.988,1075.7,213.7293860520564,Very Expensive
Mozambique                      ,MOZ,2019,30366043.0,506.8,327.7,3.057,1100.5,217.14680347277033,Very Expensive
Mozambique                      ,MOZ,2020,31255435.0,448.8,290.9,3.228,1162.1,258.93493761140815,Very Expensive
Myanmar                         ,MMR,2017,53382521.0,1151.1,642.1,3.706,1334.2,115.90652419424899,Very Expensive
Myanmar                         ,MMR,2018,53708318.0,1250.2,697.8,3.786,1363.0,109.02255639097744,Very Expensive
Myanmar                         ,MMR,2019,54045422.0,1271.1,662.3,3.861,1390.0,109.35410274565338,Very Expensive
Myanmar                         ,MMR,2020,54409794.0,1450.7,742.3,4.186,1507.0,103.88088508995656,Very Expensive
Namibia                         ,NAM,2017,2402623.0,5367.1,3789.6,3.255,1171.8,21.833019694061967,Medium
Namibia                         ,NAM,2018,2448300.0,5588.4,3893.1,3.3,1188.0,21.25832080738673,Medium
Namibia                         ,NAM,2019,2494524.0,5028.3,3542.1,3.378,1216.1,24.18511226458246,Medium
Namibia                         ,NAM,2020,2540916.0,4157.0,2867.0,3.52,1267.2,30.483521770507576,Expensive
Nepal                           ,NPL,2017,27632682.0,1048.5,823.0,4.127,1485.7,141.6976633285646,Very Expensive
Nepal                           ,NPL,2018,28095712.0,1178.5,909.2,4.145,1492.2,126.61858294442088,Very Expensive
Nepal                           ,NPL,2019,28608715.0,1195.0,915.1,4.222,1519.9,127.18828451882847,Very Expensive
Nepal                           ,NPL,2020,29136808.0,1147.5,977.8,4.362,1570.3,136.84531590413943,Very Expensive
Netherlands                     ,NLD,2017,17131296.0,48675.2,21580.4,2.743,987.5,2.028753862336467,Very Cheap
Netherlands                     ,NLD,2018,17231624.0,53044.5,23408.5,2.821,1015.6,1.9146188577515106,Very Cheap
Netherlands                     ,NLD,2019,17344874.0,52476.3,22818.7,2.844,1023.8,1.950975964387733,Very Cheap
Netherlands                     ,NLD,2020,17441500.0,52396.0,21953.0,2.991,1076.8,2.0551187113520117,Very Cheap
New Zealand                     ,NZL,2017,4813600.0,42925.0,24656.4,2.671,961.6,2.2401863715783343,Very Cheap
New Zealand                     ,NZL,2018,4900600.0,43250.4,25014.1,2.589,932.0,2.1548933651480677,Very Cheap
New Zealand                     ,NZL,2019,4979200.0,42865.2,24482.8,2.692,969.1,2.260808301372675,Very Cheap
New Zealand                     ,NZL,2020,5090200.0,41596.5,23973.6,2.723,980.3,2.356688663709687,Very Cheap
Nicaragua                       ,NIC,2017,6384843.0,2159.2,1498.0,3.191,1148.8,53.204890700259355,Very Expensive
Nicaragua                       ,NIC,2018,6465502.0,2014.6,1421.4,3.245,1168.2,57.98669711108906,Very Expensive
Nicaragua                       ,NIC,2019,6545503.0,1924.5,1386.0,3.279,1180.4,61.3354117952715,Very Expensive
Nicaragua                       ,NIC,2020,6624554.0,1900.0,1345.0,3.335,1200.6,63.18947368421052,Very Expensive
Niger                           ,NER,2017,21602388.0,517.8,370.2,2.85,1026.0,198.14600231749714,Very Expensive
Niger                           ,NER,2018,22442831.0,570.7,401.1,2.812,1012.3,177.37865778868053,Very Expensive
Niger                           ,NER,2019,23310719.0,554.1,380.3,2.792,1005.1,181.39325031582746,Very Expensive
Niger                           ,NER,2020,24206636.0,567.7,390.4,2.859,1029.2,181.29293641007573,Very Expensive
Nigeria                         ,NGA,2017,190873247.0,1968.6,1577.3,3.565,1283.4,65.19353855531851,Very Expensive
Nigeria                         ,NGA,2018,195874685.0,2027.8,1553.2,3.724,1340.6,66.11105631719104,Very Expensive
Nigeria                         ,NGA,2019,200963603.0,2229.9,1663.3,3.87,1393.2,62.478138033095654,Very Expensive
Nigeria                         ,NGA,2020,206139587.0,2097.1,1340.3,4.093,1473.5,70.26369748700587,Very Expensive
North Macedonia                 ,MKD,2017,2074502.0,5450.5,3632.9,3.318,1194.5,21.915420603614347,Medium
North Macedonia                 ,MKD,2018,2076217.0,6108.7,4022.8,3.31,1191.6,19.506605333376985,Cheap
North Macedonia                 ,MKD,2019,2076694.0,6070.4,3976.3,3.336,1201.0,19.784528202424884,Cheap
North Macedonia                 ,MKD,2020,2072531.0,5846.5,3934.2,3.427,1233.7,21.101513726160952,Medium
Norway                          ,NOR,2017,5276968.0,75496.8,33715.5,3.325,1197.0,1.5854976634771274,Very Cheap
Norway                          ,NOR,2018,5311916.0,82267.8,35345.1,3.432,1235.5,1.50180264939624,Very Cheap
Norway                          ,NOR,2019,5347896.0,75719.8,33553.6,3.356,1208.2,1.5956196397771787,Very Cheap
Norway                          ,NOR,2020,5379475.0,67329.7,29614.4,3.471,1249.6,1.8559417315092746,Very Cheap
Oman                            ,OMN,2017,4665926.0,17329.2,6784.5,2.815,1013.4,5.847932968630981,Very Cheap
Oman                            ,OMN,2018,4829476.0,18947.4,6594.3,2.838,1021.7,5.392296568394609,Very Cheap
Oman                            ,OMN,2019,4974992.0,17700.7,6641.1,2.921,1051.6,5.941007982735146,Very Cheap
Oman                            ,OMN,2020,5106622.0,14485.4,6381.0,3.021,1087.6,7.508249685890621,Very Cheap
Pakistan                        ,PAK,2017,207906210.0,1631.5,1336.9,3.408,1226.9,75.20073551946062,Very Expensive
Pakistan                        ,PAK,2018,212228288.0,1678.0,1382.7,3.395,1222.2,72.83671036948749,Very Expensive
Pakistan                        ,PAK,2019,216565317.0,1481.8,1242.9,3.46,1245.6,84.05992711567013,Very Expensive
Pakistan                        ,PAK,2020,220892331.0,1359.5,1105.9,3.685,1326.6,97.57999264435455,Very Expensive
Panama                          ,PAN,2017,4106764.0,15146.4,7674.7,4.225,1521.0,10.041990175883377,Cheap
Panama                          ,PAN,2018,4176868.0,15545.0,7987.4,4.268,1536.5,9.884207140559665,Very Cheap
Panama                          ,PAN,2019,4246440.0,15774.3,8259.1,4.382,1577.5,10.000443759786489,Cheap
Panama                          ,PAN,2020,4314768.0,12509.8,6744.9,4.476,1611.4,12.881101216646151,Cheap
Paraguay                        ,PRY,2017,6867058.0,5678.9,3571.6,3.43,1234.8,21.743647537375196,Medium
Paraguay                        ,PRY,2018,6956069.0,5782.8,3720.4,3.511,1264.0,21.85792349726776,Medium
Paraguay                        ,PRY,2019,7044639.0,5383.6,3517.2,3.519,1266.8,23.530722936325134,Medium
Paraguay                        ,PRY,2020,7132530.0,4967.7,3139.5,3.543,1275.5,25.675866094973532,Medium
Peru                            ,PER,2017,31444299.0,6710.5,4304.8,3.084,1110.2,16.544221742046048,Cheap
Peru                            ,PER,2018,31989265.0,6958.5,4443.6,3.061,1102.0,15.836746425235324,Cheap
Peru                            ,PER,2019,32510462.0,7023.1,4550.1,3.248,1169.3,16.649342882772565,Cheap
Peru                            ,PER,2020,32971846.0,6117.5,3923.3,3.285,1182.6,19.331426236207598,Cheap
Philippines                     ,PHL,2017,105172921.0,3123.2,2254.4,3.843,1383.5,44.297515368852466,Expensive
Philippines                     ,PHL,2018,106651394.0,3252.1,2359.2,3.998,1439.3,44.25755665569939,Expensive
Philippines                     ,PHL,2019,108116622.0,3485.3,2551.5,4.054,1459.4,41.87300949703038,Expensive
Philippines                     ,PHL,2020,109581085.0,3301.2,2478.2,4.108,1478.9,44.79886102023507,Expensive
Poland                          ,POL,2017,37974826.0,13864.7,8129.8,2.909,1047.2,7.552994294863935,Very Cheap
Poland                          ,POL,2018,37974750.0,15468.5,9039.4,2.986,1075.0,6.949607266380063,Very Cheap
Poland                          ,POL,2019,37965475.0,15732.2,9046.2,3.038,1093.7,6.9519838293436385,Very Cheap
Poland                          ,POL,2020,37899070.0,15742.5,8935.4,3.17,1141.2,7.249166269652216,Very Cheap
Portugal                        ,PRT,2017,10300300.0,21490.4,13878.3,2.513,904.7,4.2097866954547145,Very Cheap
Portugal                        ,PRT,2018,10283822.0,23562.6,15143.6,2.596,934.6,3.9664553147785053,Very Cheap
Portugal                        ,PRT,2019,10286263.0,23330.8,14945.3,2.579,928.4,3.979289179968111,Very Cheap
Portugal                        ,PRT,2020,10297081.0,22194.6,14251.9,2.656,956.2,4.308255161165329,Very Cheap
Qatar                           ,QAT,2017,2724727.0,59124.9,15072.7,2.375,855.0,1.4460912407462845,Very Cheap
Qatar                           ,QAT,2018,2781682.0,65907.9,15168.5,2.426,873.4,1.325182565367733,Very Cheap
Qatar                           ,QAT,2019,2832071.0,62088.0,15227.2,2.484,894.2,1.4402138899626338,Very Cheap
Qatar                           ,QAT,2020,2881060.0,50124.4,13307.2,2.577,927.7,1.8507952214889354,Very Cheap
Romania                         ,ROU,2017,19588715.0,10807.0,6844.5,2.921,1051.6,9.730730082354029,Very Cheap
Romania                         ,ROU,2018,19473970.0,12399.0,7911.7,2.957,1064.5,8.585369787886119,Very Cheap
Romania                         ,ROU,2019,19371648.0,12899.3,8102.9,3.01,1083.6,8.40045583868892,Very Cheap
Romania                         ,ROU,2020,19257520.0,12956.6,7915.2,3.191,1148.8,8.866523625025083,Very Cheap
Rwanda                          ,RWA,2017,11980960.0,772.3,569.8,2.609,939.2,121.61077301566749,Very Expensive
Rwanda                          ,RWA,2018,12301969.0,783.8,606.9,2.483,893.9,114.04695075274304,Very Expensive
Rwanda                          ,RWA,2019,12626938.0,820.2,615.4,2.537,913.3,111.35089002682273,Very Expensive
Rwanda                          ,RWA,2020,12952209.0,786.3,589.8,2.698,971.3,123.52791555385984,Very Expensive
Sao Tome and Principe           ,STP,2017,207086.0,1813.8,3972.85,3.288,1183.7,65.26077847612747,Very Expensive
Sao Tome and Principe           ,STP,2018,211032.0,1953.5,3972.85,3.394,1221.8,62.5441515229076,Very Expensive
Sao Tome and Principe           ,STP,2019,215048.0,1987.6,3972.85,3.463,1246.7,62.723888106258805,Very Expensive
Sao Tome and Principe           ,STP,2020,219161.0,2157.8,3972.85,3.551,1278.4,59.2455278524423,Very Expensive
Saudi Arabia                    ,SAU,2017,33101183.0,20802.5,8568.8,3.441,1238.8,5.95505347914914,Very Cheap
Saudi Arabia                    ,SAU,2018,33702757.0,24228.8,8887.7,3.663,1318.7,5.442696295317969,Very Cheap
Saudi Arabia                    ,SAU,2019,34268529.0,23450.6,9052.1,3.888,1399.7,5.968717218322773,Very Cheap
Saudi Arabia                    ,SAU,2020,34813867.0,20203.7,8733.7,4.148,1493.3,7.3912204200220755,Very Cheap
Senegal                         ,SEN,2017,15419354.0,1361.7,958.6,2.19,788.4,57.89821546596167,Very Expensive
Senegal                         ,SEN,2018,15854324.0,1458.1,1012.8,2.25,810.0,55.55174542212469,Very Expensive
Senegal                         ,SEN,2019,16296362.0,1435.8,980.8,2.278,820.1,57.11798300598969,Very Expensive
Senegal                         ,SEN,2020,16743930.0,1462.8,1006.7,2.33,838.8,57.34208367514356,Very Expensive
Serbia                          ,SRB,2017,7020858.0,6292.5,4459.5,4.07,1465.2,23.284862932061976,Medium
Serbia                          ,SRB,2018,6982604.0,7252.4,5035.4,4.149,1493.6,20.59456180023165,Medium
Serbia                          ,SRB,2019,6945235.0,7417.2,5060.4,4.174,1502.6,20.25831850293911,Medium
Serbia                          ,SRB,2020,6899126.0,7730.7,5148.6,4.246,1528.6,19.773112396031404,Cheap
Seychelles                      ,SYC,2017,95843.0,16416.7,9411.1,4.01,1443.6,8.79348468327983,Very Cheap
Seychelles                      ,SYC,2018,96762.0,16910.7,9960.9,3.965,1427.4,8.440809664886729,Very Cheap
Seychelles                      ,SYC,2019,97625.0,17252.0,9825.8,3.923,1412.3,8.186297240899606,Very Cheap
Seychelles                      ,SYC,2020,98462.0,12193.9,8269.6,3.801,1368.4,11.222004444845375,Cheap
Sierra Leone                    ,SLE,2017,7488427.0,496.7,462.1,2.842,1023.1,205.97946446547212,Very Expensive
Sierra Leone                    ,SLE,2018,7650149.0,534.0,521.7,2.952,1062.7,199.00749063670412,Very Expensive
Sierra Leone                    ,SLE,2019,7813207.0,521.8,514.4,2.847,1024.9,196.41625143733233,Very Expensive
Sierra Leone                    ,SLE,2020,7976985.0,509.4,515.4,2.893,1041.5,204.45622300745976,Very Expensive
Singapore                       ,SGP,2017,5612253.0,61150.7,21532.2,2.775,999.0,1.6336689522769159,Very Cheap
Singapore                       ,SGP,2018,5638676.0,66859.3,23022.8,2.867,1032.1,1.5436895091632725,Very Cheap
Singapore                       ,SGP,2019,5703569.0,65831.2,23392.2,2.936,1057.0,1.6056216505243717,Very Cheap
Singapore                       ,SGP,2020,5685807.0,60729.5,19809.0,3.064,1103.0,1.8162507512823258,Very Cheap
Sint Maarten (Dutch part)       ,SXM,2017,40574.0,29369.1,3972.85,4.462,1606.3,5.469353844687103,Very Cheap
Sint Maarten (Dutch part)       ,SXM,2018,40895.0,28988.3,3972.85,4.73,1702.8,5.8740940310401095,Very Cheap
Sint Maarten (Dutch part)       ,SXM,2019,41608.0,6826.299999999999,3972.85,4.77,1717.2,25.155648008437957,Medium
Sint Maarten (Dutch part)       ,SXM,2020,42310.0,6826.299999999999,3972.85,5.36,1929.6,28.267143254764658,Medium
Slovenia                        ,SVN,2017,2066388.0,23514.0,12354.4,2.798,1007.3,4.283830909245555,Very Cheap
Slovenia                        ,SVN,2018,2073894.0,26116.9,13592.3,2.902,1044.7,4.0000918945204065,Very Cheap
Slovenia                        ,SVN,2019,2088385.0,25943.0,13589.0,2.916,1049.8,4.046563620244382,Very Cheap
Slovenia                        ,SVN,2020,2102419.0,25489.5,12800.9,3.07,1105.2,4.335903018890131,Very Cheap
South Africa                    ,ZAF,2017,57009751.0,6690.9,4215.9,4.102,1476.7,22.070274552003468,Medium
South Africa                    ,ZAF,2018,57792520.0,7005.1,4456.5,4.146,1492.6,21.307333228647696,Medium
South Africa                    ,ZAF,2019,58558267.0,6624.8,4227.5,4.198,1511.3,22.812764158918004,Medium
South Africa                    ,ZAF,2020,59308690.0,5655.9,3521.0,4.298,1547.3,27.35727293622589,Medium
Spain                           ,ESP,2017,46593236.0,28170.2,16441.0,2.699,971.6,3.4490347956351037,Very Cheap
Spain                           ,ESP,2018,46797754.0,30364.6,17651.4,2.741,986.8,3.2498369812215535,Very Cheap
Spain                           ,ESP,2019,47134837.0,29554.5,16949.2,2.744,987.8,3.3422998189784976,Very Cheap
Spain                           ,ESP,2020,47363419.0,27056.4,15145.0,2.838,1021.7,3.7761860410106296,Very Cheap
Sri Lanka                       ,LKA,2017,21444000.0,4077.0,2735.5,3.702,1332.7,32.68825116507236,Expensive
Sri Lanka                       ,LKA,2018,21670000.0,4059.2,2776.8,3.705,1333.8,32.858691367757196,Expensive
Sri Lanka                       ,LKA,2019,21803000.0,3848.2,2709.2,3.667,1320.1,34.30435008575438,Expensive
Sri Lanka                       ,LKA,2020,21919000.0,3694.0,2620.9,3.923,1412.3,38.23226854358419,Expensive
Sudan                           ,SDN,2017,40813398.0,3178.3,1354.2,3.674,1322.6,41.613441147783405,Expensive
Sudan                           ,SDN,2018,41801532.0,773.5,312.0,3.921,1411.6,182.49515190691662,Very Expensive
Sudan                           ,SDN,2019,42813237.0,755.3,293.7,4.306,1550.2,205.24294982126307,Very Expensive
Sudan                           ,SDN,2020,43849269.0,615.5,245.6,4.308,1550.9,251.97400487408612,Very Expensive
Suriname                        ,SUR,2017,570501.0,6295.6,3972.85,4.969,1788.8,28.41349513946248,Medium
